battery_power,blue,clock_speed,dual_sim,fc,four_g,int_memory,m_dep,mobile_wt,n_cores,pc,px_height,px_width,ram,sc_h,sc_w,talk_time,three_g,touch_screen,wifi,price_range
848,1,2.8,0,1.0,0,8,0.1,103,7,3.0,7.0,1294,436,10,6.0,15,1,1,1,0
622,1,1.9,1,12.0,0,11,0.8,193,8,14.0,760.0,1964,3183,5,4.0,4,1,1,1,2
862,1,0.8,1,3.0,0,23,0.4,165,2,15.0,793.0,1758,278,16,3.0,11,0,0,1,0
972,1,1.3,0,8.0,0,44,0.7,82,7,10.0,297.0,589,3925,7,6.0,7,0,1,0,3
582,0,0.5,1,3.0,0,27,0.2,168,3,10.0,985.0,1420,2437,19,2.0,2,1,1,1,2
1162,0,2.0,0,10.0,1,56,0.7,114,7,1.0,56.0,997,1652,5,8.0,20,1,0,0,1
1602,1,2.8,1,4.0,1,38,0.7,114,3,20.0,466.0,788,1037,8,7.0,20,1,0,0,0
1542,0,2.3,0,1.0,0,43,0.8,182,2,11.0,346.0,966,3601,14,4.0,16,0,0,0,3
1125,1,2.7,0,10.0,0,23,0.4,117,1,14.0,774.0,939,1641,14,8.0,12,1,1,0,1
972,1,2.7,1,1.0,0,5,1.0,126,4,2.0,687.0,816,3035,12,7.0,19,1,0,1,2
651,1,0.8,1,2.0,1,63,0.2,176,5,4.0,548.0,858,2244,14,9.0,19,1,1,0,1
1814,0,1.4,1,1.0,1,9,0.4,141,2,2.0,756.0,786,3556,18,12.0,16,1,0,0,3
1472,0,2.8,1,1.0,0,36,0.5,130,6,10.0,1452.0,1744,985,12,11.0,7,1,1,0,1
1035,0,0.5,1,14.0,1,49,0.3,178,2,15.0,574.0,1171,3991,12,4.0,19,1,0,0,3
1881,0,2.2,0,4.0,0,51,0.3,158,5,7.0,477.0,1553,1229,12,4.0,14,1,0,0,1
1147,0,0.8,1,11.0,0,28,0.7,158,6,13.0,1085.0,1134,2627,18,3.0,15,1,0,1,2
1589,1,1.4,0,3.0,1,26,0.1,100,8,16.0,1673.0,1759,3970,16,8.0,18,1,0,1,3
1498,1,0.7,0,3.0,1,8,0.1,170,7,4.0,347.0,1076,3358,7,3.0,19,1,0,0,3
1219,0,1.0,1,2.0,0,17,0.7,196,5,4.0,473.0,1022,705,11,3.0,6,0,1,1,0
1953,1,2.1,1,7.0,0,56,0.1,158,8,9.0,555.0,764,2334,11,5.0,4,1,0,0,2
989,1,2.0,0,4.0,0,17,0.2,166,3,19.0,256.0,1394,3892,18,7.0,19,1,1,0,3
1660,0,0.6,0,2.0,1,24,0.8,169,2,3.0,223.0,1777,2402,12,10.0,14,1,1,1,2
1657,1,2.4,0,3.0,0,42,0.1,198,5,16.0,1770.0,1796,2597,18,1.0,14,1,0,0,3
1337,1,2.7,1,14.0,0,5,0.7,200,4,1.0,161.0,1029,3242,10,1.0,20,0,1,0,2
1708,0,0.8,0,8.0,1,14,0.9,197,4,16.0,263.0,1345,1247,19,16.0,16,1,0,0,1
1809,1,1.7,0,3.0,1,59,0.1,174,3,4.0,639.0,721,2324,10,6.0,16,1,0,1,2
1030,1,0.5,0,4.0,1,37,0.7,147,1,8.0,503.0,551,2800,8,6.0,12,1,0,1,2
1849,1,0.5,0,1.0,0,29,0.5,181,7,12.0,978.0,1986,3330,14,4.0,15,1,0,1,3
1348,1,2.0,1,5.0,0,36,0.3,145,6,6.0,468.0,741,2554,19,1.0,12,0,1,0,2
709,0,2.4,1,1.0,0,11,0.1,130,5,11.0,119.0,1531,3568,16,14.0,3,0,0,1,3
1444,1,2.1,1,1.0,0,6,0.9,103,1,1.0,1274.0,1340,712,17,5.0,10,0,0,0,0
1229,0,0.5,1,15.0,0,14,0.8,191,2,16.0,120.0,1878,1667,17,6.0,17,0,0,1,1
1191,0,2.4,1,2.0,0,13,0.9,169,1,7.0,179.0,1813,1028,14,6.0,8,1,1,1,0
1280,1,1.3,0,3.0,1,39,1.0,108,7,1.0,356.0,588,2335,6,4.0,2,1,0,1,1
596,0,2.1,1,9.0,0,64,0.8,111,8,15.0,885.0,1854,3238,16,13.0,10,0,0,0,3
1062,0,1.5,0,3.0,0,45,0.2,151,3,4.0,798.0,1435,911,14,2.0,9,0,0,0,0
1048,1,0.9,0,10.0,1,28,0.8,194,2,19.0,966.0,1975,1458,5,1.0,15,1,0,1,1
865,0,1.2,1,8.0,0,59,0.1,159,3,9.0,805.0,1804,2361,16,11.0,19,1,0,1,2
764,1,1.2,1,1.0,0,13,1.0,152,8,2.0,361.0,511,3148,18,7.0,6,1,1,0,2
1431,1,0.5,0,6.0,1,56,0.6,191,1,1.0,156.0,952,461,7,3.0,8,1,0,0,0
1406,0,0.5,1,2.0,1,34,0.8,98,3,5.0,1017.0,1366,3915,9,8.0,2,1,0,1,3
1597,1,0.9,0,4.0,1,4,0.5,85,1,19.0,880.0,1145,2130,8,3.0,15,1,1,0,2
609,0,0.5,0,3.0,0,26,0.3,93,4,4.0,938.0,1948,1866,11,10.0,14,1,1,1,1
1020,1,0.7,1,3.0,1,27,0.7,128,4,4.0,919.0,1482,3204,18,1.0,9,1,0,1,3
1681,1,2.5,1,6.0,0,18,0.3,167,1,7.0,850.0,1005,2265,5,3.0,20,1,1,1,2
742,1,2.3,0,4.0,0,21,0.7,104,8,1.0,875.0,925,331,11,8.0,7,1,0,0,0
1035,1,2.7,0,1.0,0,40,0.2,157,5,15.0,757.0,1912,3548,14,4.0,5,0,1,1,3
788,0,2.5,1,4.0,1,57,0.9,91,8,12.0,42.0,1161,3969,12,8.0,6,1,1,1,3
1945,0,1.2,0,3.0,0,26,0.7,112,6,5.0,1064.0,1540,3322,18,7.0,20,0,0,1,3
1218,1,2.8,1,3.0,0,39,0.8,150,7,14.0,1122.0,1746,1667,10,6.0,12,0,0,0,1
1537,0,2.9,0,11.0,1,46,0.8,158,4,17.0,686.0,1305,2857,17,14.0,2,1,1,1,3
1290,1,1.4,1,5.0,1,35,0.3,110,4,20.0,405.0,742,879,16,2.0,8,1,0,0,0
822,1,0.5,0,7.0,1,51,0.3,157,6,20.0,667.0,860,3846,10,1.0,3,1,0,0,3
1278,1,1.2,0,10.0,1,60,0.6,172,7,14.0,1244.0,1504,3142,11,4.0,19,1,0,1,3
1321,1,1.3,0,3.0,1,63,0.4,109,8,9.0,817.0,941,1464,7,6.0,16,1,1,1,1
1012,0,0.5,1,4.0,0,39,0.1,161,4,6.0,882.0,1195,2802,8,12.0,10,1,1,0,2
1741,1,0.5,0,1.0,1,55,0.1,140,5,3.0,719.0,755,2575,13,10.0,7,1,1,1,2
626,1,2.8,1,3.0,1,11,0.8,109,2,9.0,737.0,1759,1077,6,1.0,4,1,0,1,0
703,1,2.7,0,12.0,1,30,0.3,113,1,20.0,218.0,1065,1472,14,7.0,7,1,0,0,0
1927,0,0.9,1,3.0,0,11,0.4,190,8,12.0,491.0,1506,2916,16,11.0,18,0,1,1,3
1907,0,2.0,0,13.0,0,55,0.9,105,7,15.0,713.0,1513,286,14,4.0,17,1,0,1,0
1619,1,1.9,0,2.0,1,21,0.4,138,1,9.0,46.0,562,1641,7,2.0,13,1,0,0,1
1853,1,1.0,0,2.0,0,23,0.4,92,1,15.0,202.0,1951,2775,14,4.0,17,1,0,0,3
878,1,1.3,0,13.0,1,31,0.5,153,4,18.0,575.0,618,3497,9,7.0,11,1,1,0,2
1517,0,0.5,0,6.0,1,48,0.6,143,5,14.0,802.0,1489,2822,15,5.0,11,1,1,1,3
1982,1,1.6,0,2.0,1,12,0.2,80,5,20.0,287.0,593,1824,13,3.0,14,1,1,1,1
667,1,0.6,0,6.0,1,3,0.7,185,6,13.0,13.0,1463,2855,5,4.0,19,1,0,1,2
1807,1,2.9,0,1.0,0,16,0.2,125,3,3.0,1221.0,1415,2921,8,5.0,17,0,1,0,3
1699,0,0.5,1,1.0,0,59,0.5,97,4,3.0,466.0,1768,3796,17,10.0,12,0,1,1,3
605,0,1.0,0,8.0,1,9,0.1,142,3,16.0,160.0,1026,392,15,6.0,4,1,0,0,0
1485,0,1.0,0,2.0,1,32,0.7,84,2,9.0,510.0,1013,2147,19,1.0,11,1,1,0,2
618,0,2.1,0,2.0,0,6,0.3,86,1,4.0,1314.0,1688,1051,13,10.0,15,0,0,1,0
508,0,1.6,1,7.0,0,9,0.4,162,6,2.0,1419.0,1920,2616,18,8.0,10,1,1,1,2
1193,0,0.9,0,11.0,0,26,0.5,166,1,20.0,730.0,1729,536,17,14.0,4,1,0,1,0
1286,1,2.3,0,10.0,1,16,0.1,98,2,18.0,18.0,662,424,10,5.0,4,1,1,0,0
1800,1,0.7,0,2.0,1,8,0.4,100,7,6.0,400.0,823,3481,10,8.0,8,1,0,1,3
804,1,0.8,1,12.0,1,41,0.9,89,1,13.0,709.0,818,2027,11,5.0,11,1,0,0,1
1945,0,1.6,1,16.0,1,57,0.3,195,4,1.0,743.0,1753,732,14,1.0,14,1,1,0,1
1692,0,2.1,0,4.0,1,2,0.9,106,1,17.0,1899.0,1904,3779,9,3.0,7,1,1,1,3
1554,1,0.5,1,11.0,0,5,1.0,124,3,12.0,395.0,1579,3635,7,4.0,18,0,0,0,3
1444,0,0.6,0,2.0,0,48,0.5,82,5,17.0,1092.0,1554,2540,17,2.0,15,1,1,1,3
1602,0,2.7,0,4.0,1,46,0.6,118,1,5.0,273.0,1062,1862,16,9.0,2,1,0,1,1
596,0,1.4,0,8.0,0,46,0.6,165,1,18.0,953.0,984,2505,15,4.0,15,1,1,0,1
1944,1,1.8,1,2.0,1,31,0.8,87,4,10.0,1111.0,1362,2560,7,3.0,8,1,0,0,3
1832,0,0.7,0,2.0,0,2,0.6,90,7,6.0,186.0,654,2978,18,7.0,18,0,0,0,2
1890,0,1.1,0,4.0,1,48,0.5,127,4,5.0,1438.0,1832,2392,10,4.0,15,1,0,1,3
1043,0,2.7,0,3.0,0,29,0.2,83,8,17.0,887.0,893,1183,5,3.0,8,1,0,0,0
1422,0,1.0,0,15.0,0,3,0.1,112,1,17.0,1.0,926,509,19,1.0,3,1,1,1,0
973,0,0.5,1,5.0,0,53,0.5,196,5,7.0,105.0,588,1861,13,10.0,16,0,1,0,1
924,0,0.5,1,5.0,1,47,0.3,167,8,6.0,108.0,1813,1620,17,15.0,12,1,0,0,1
742,0,2.2,1,4.0,0,56,0.2,190,7,14.0,577.0,1359,3557,16,11.0,12,0,1,1,3
1872,1,0.9,1,5.0,0,16,0.5,80,2,2.0,286.0,1484,2295,15,11.0,16,0,0,1,2
1498,1,1.2,1,5.0,1,14,0.1,191,4,1.0,111.0,1167,577,14,12.0,12,1,1,0,0
1547,1,2.9,0,2.0,0,57,0.4,114,1,3.0,347.0,957,1620,9,2.0,19,0,1,1,1
535,1,0.5,1,8.0,1,54,0.5,145,8,15.0,710.0,939,2674,14,8.0,10,1,0,0,2
1697,1,0.7,0,1.0,1,34,0.1,95,1,3.0,236.0,1264,3701,15,9.0,8,1,1,0,3
638,0,1.7,1,11.0,0,27,0.5,102,4,17.0,1171.0,1383,2735,7,2.0,9,1,1,0,2
1695,0,0.5,1,6.0,1,46,0.7,200,3,9.0,1791.0,1898,446,16,13.0,15,1,1,1,1
1039,0,1.3,0,5.0,1,12,0.8,200,8,8.0,1428.0,1827,1619,7,1.0,10,1,1,1,1
723,0,0.5,0,3.0,1,3,0.2,168,4,3.0,920.0,1748,1851,15,3.0,16,1,0,0,1
1053,1,0.8,1,7.0,1,45,0.3,103,1,12.0,594.0,1767,3086,17,6.0,5,1,1,1,3
1469,0,1.7,1,11.0,1,44,0.5,169,2,14.0,484.0,711,1687,15,5.0,5,1,1,1,1
658,1,2.7,0,1.0,1,12,0.9,103,7,3.0,1156.0,1750,3587,14,11.0,20,1,0,0,3
856,1,1.1,1,14.0,1,19,0.7,125,6,19.0,1057.0,1931,650,17,6.0,10,1,0,1,0
1872,1,1.9,0,5.0,0,35,0.6,111,3,14.0,1546.0,1879,2419,15,5.0,19,0,0,0,3
1433,1,2.3,0,2.0,1,5,0.1,129,5,11.0,420.0,784,2132,18,15.0,19,1,0,1,1
1312,1,0.8,1,5.0,0,24,0.9,156,6,9.0,115.0,1791,3833,14,13.0,17,0,1,0,3
1150,1,2.7,0,6.0,0,39,0.4,151,8,1.0,397.0,800,999,6,2.0,11,1,1,0,0
1317,0,1.5,0,6.0,0,12,0.1,154,2,9.0,431.0,542,425,7,5.0,11,1,1,1,0
579,1,2.5,0,3.0,0,7,1.0,89,8,10.0,808.0,1517,2908,12,4.0,11,0,0,1,2
774,0,0.5,1,2.0,1,10,0.5,188,2,9.0,1480.0,1731,2944,8,6.0,2,1,1,1,2
1413,0,0.5,1,4.0,1,39,0.1,185,5,12.0,1039.0,1318,3878,19,16.0,4,1,0,0,3
1591,1,2.2,1,4.0,1,52,1.0,161,3,16.0,548.0,1641,282,10,9.0,14,1,1,1,0
571,0,1.6,1,8.0,0,35,0.2,186,7,20.0,177.0,1282,2598,13,5.0,8,1,1,0,1
511,0,0.9,1,15.0,1,24,0.6,136,3,18.0,367.0,1264,2378,18,3.0,4,1,0,0,1
1328,1,0.5,0,5.0,1,27,0.3,144,3,18.0,602.0,1156,2674,7,2.0,5,1,0,1,2
1620,1,2.2,1,1.0,1,30,0.2,185,3,3.0,832.0,1033,606,6,9.0,18,1,0,0,0
1236,0,0.9,1,2.0,1,57,0.1,188,1,14.0,517.0,809,1406,14,12.0,20,1,0,1,0
623,1,0.8,0,6.0,1,26,0.3,197,7,12.0,484.0,1238,1769,10,1.0,16,1,0,0,1
1097,0,0.8,0,10.0,1,21,0.1,160,7,15.0,1277.0,1352,2219,15,6.0,12,1,0,1,2
1470,0,2.2,1,4.0,1,33,0.4,138,7,10.0,1790.0,1988,1633,18,4.0,4,1,0,0,2
744,0,1.7,1,5.0,1,33,0.5,105,4,2.0,1252.0,1963,2700,9,3.0,19,1,0,0,2
1864,0,1.9,1,2.0,0,57,0.1,181,6,6.0,1279.0,1793,3586,19,9.0,8,0,0,1,3
502,0,1.5,1,7.0,0,37,0.2,199,2,12.0,705.0,1810,1649,6,1.0,14,0,1,0,1
1002,1,1.8,0,1.0,0,45,0.7,180,7,7.0,948.0,1007,1234,19,13.0,18,1,1,0,0
1584,1,1.3,0,6.0,0,41,0.6,135,4,15.0,160.0,1291,1561,10,5.0,17,0,0,1,1
1464,1,0.5,1,11.0,0,12,0.9,117,2,14.0,854.0,1168,3927,5,3.0,15,0,1,1,3
771,1,0.5,0,3.0,0,25,1.0,86,4,6.0,327.0,922,770,12,1.0,20,0,1,0,0
644,1,2.7,0,1.0,0,22,0.7,157,8,3.0,311.0,881,1262,12,1.0,15,1,0,0,0
1467,1,0.5,0,10.0,0,18,0.6,122,5,14.0,888.0,1099,3962,15,11.0,5,1,1,1,3
1472,1,2.3,0,6.0,0,61,0.1,168,6,19.0,710.0,1052,2677,19,15.0,8,1,0,0,2
1110,0,1.5,0,2.0,1,12,0.3,153,8,5.0,961.0,1950,624,9,7.0,15,1,0,0,0
1248,0,2.4,0,6.0,1,9,0.4,89,3,8.0,71.0,1686,2454,9,8.0,13,1,1,0,2
1708,1,2.4,1,5.0,1,49,0.1,109,1,19.0,233.0,517,3388,6,4.0,16,1,1,1,3
1065,0,1.7,1,4.0,1,48,0.3,162,6,8.0,1188.0,1948,265,8,10.0,12,1,0,0,0
1936,0,1.3,0,2.0,0,44,0.1,139,3,3.0,570.0,1021,1400,17,7.0,3,0,0,1,1
724,0,2.7,1,3.0,0,44,0.5,187,7,11.0,1273.0,1754,2311,7,6.0,7,1,0,0,2
1456,0,1.6,1,9.0,1,39,0.1,80,8,10.0,815.0,1666,3998,6,3.0,13,1,1,0,3
1820,1,1.7,1,4.0,1,64,0.6,161,1,3.0,1157.0,1951,574,10,2.0,18,1,1,0,1
1429,0,1.5,1,3.0,1,40,0.9,100,3,14.0,246.0,820,3945,11,7.0,18,1,0,1,3
1807,0,0.8,1,4.0,1,38,0.2,97,8,9.0,1332.0,1814,1069,7,6.0,7,1,0,0,1
1452,1,0.5,1,1.0,1,25,0.9,123,6,11.0,42.0,1040,2669,12,10.0,13,1,0,0,2
581,0,0.6,0,5.0,1,56,0.2,180,2,10.0,523.0,565,354,10,4.0,13,1,1,1,0
1136,0,0.5,0,2.0,1,9,0.9,150,6,2.0,1307.0,1767,2110,9,5.0,16,1,0,1,2
1366,1,1.7,1,5.0,1,53,0.2,161,5,9.0,647.0,1876,3869,17,5.0,14,1,0,1,3
958,1,1.6,0,9.0,1,60,0.4,200,1,12.0,730.0,751,1417,10,4.0,19,1,0,1,0
1878,0,1.5,1,5.0,1,56,0.3,139,5,13.0,183.0,559,2711,8,2.0,3,1,1,1,2
686,1,0.5,0,11.0,0,3,0.3,91,6,15.0,1109.0,1392,570,7,6.0,19,0,1,0,0
832,0,0.7,1,2.0,1,39,0.7,103,4,3.0,125.0,1504,1799,5,2.0,11,1,0,1,1
1232,0,2.9,1,1.0,1,24,0.3,169,5,17.0,361.0,809,1257,16,10.0,16,1,0,0,0
1263,1,2.0,0,5.0,0,5,0.4,146,6,3.0,954.0,1609,1958,9,6.0,4,1,1,1,2
843,0,1.3,1,1.0,0,16,0.9,119,7,4.0,593.0,732,1734,17,8.0,14,0,0,1,1
1617,1,2.4,0,8.0,1,36,0.8,85,1,9.0,743.0,1426,296,5,3.0,7,1,0,0,0
508,1,1.3,0,1.0,0,50,0.7,82,5,9.0,102.0,1195,2175,14,4.0,14,0,0,1,1
702,0,2.6,1,2.0,1,9,0.7,141,3,3.0,504.0,1570,2955,10,4.0,19,1,0,0,2
1108,1,1.3,1,14.0,1,2,0.3,169,7,20.0,208.0,1742,1229,5,3.0,4,1,1,0,0
1602,0,0.6,0,12.0,0,58,0.4,170,1,13.0,1259.0,1746,3622,17,2.0,17,0,1,1,3
1227,1,1.1,1,2.0,0,34,0.2,130,3,3.0,935.0,1781,1324,7,3.0,12,0,1,1,1
1527,0,2.7,0,10.0,1,60,0.1,154,5,14.0,526.0,1116,2078,5,3.0,11,1,1,1,2
1175,0,0.6,0,10.0,0,25,0.1,145,2,12.0,137.0,1501,3153,9,4.0,12,1,0,0,2
807,1,0.5,1,1.0,0,37,0.2,127,4,17.0,245.0,829,2319,5,4.0,4,0,0,0,1
1310,0,2.3,1,3.0,0,15,0.2,150,5,11.0,954.0,970,2518,18,17.0,5,0,1,1,2
994,0,1.2,1,4.0,0,40,0.9,164,2,17.0,296.0,839,3104,17,7.0,11,0,0,0,2
728,0,2.3,1,4.0,0,23,0.8,111,4,5.0,126.0,817,457,17,10.0,16,1,1,1,0
739,1,2.3,1,2.0,1,58,0.1,88,3,4.0,1052.0,1536,475,7,6.0,6,1,0,1,0
1872,1,0.5,1,14.0,0,49,0.2,139,7,18.0,81.0,1389,3153,16,15.0,5,1,1,0,3
1066,0,0.6,0,2.0,1,7,0.9,114,7,18.0,1242.0,1571,468,19,13.0,6,1,1,0,0
1554,0,2.7,1,3.0,1,47,0.7,185,5,12.0,319.0,1367,509,12,3.0,19,1,0,0,0
1438,1,1.8,0,3.0,0,16,0.6,169,8,7.0,859.0,867,2246,14,11.0,15,0,0,0,2
865,0,2.9,0,5.0,0,16,0.1,89,4,12.0,335.0,1009,3494,13,3.0,14,0,0,1,3
852,1,1.6,1,6.0,1,54,0.4,147,5,7.0,538.0,730,1275,13,7.0,12,1,0,1,0
514,1,2.9,1,5.0,0,18,0.7,141,2,8.0,1083.0,1492,980,13,7.0,16,0,0,1,0
1973,1,0.5,1,3.0,0,21,0.8,95,8,7.0,127.0,507,1724,12,10.0,8,0,0,1,1
634,1,0.8,0,5.0,0,41,0.2,192,1,12.0,1362.0,1853,3242,18,11.0,4,1,0,1,3
912,1,2.8,1,6.0,1,46,0.4,84,4,11.0,995.0,1310,851,8,4.0,4,1,1,1,0
680,1,2.4,0,13.0,1,34,0.4,157,2,17.0,686.0,1418,3845,15,1.0,4,1,1,1,3
1949,1,0.5,1,2.0,1,31,0.1,145,5,9.0,837.0,1182,832,7,3.0,19,1,0,0,1
776,1,1.7,0,1.0,1,20,1.0,146,4,9.0,991.0,1803,685,15,11.0,7,1,1,1,0
946,0,1.7,1,8.0,1,25,0.8,143,6,15.0,650.0,1740,2177,7,5.0,13,1,1,1,2
1067,0,1.8,1,11.0,0,14,0.2,146,1,15.0,965.0,1009,966,5,4.0,13,0,0,1,0
983,0,0.6,1,11.0,1,45,0.1,130,4,11.0,948.0,1205,2052,5,3.0,6,1,0,1,1
511,0,0.7,1,1.0,1,52,0.7,180,2,10.0,24.0,759,3865,8,3.0,7,1,0,1,2
1375,0,2.9,0,2.0,0,20,0.4,147,6,7.0,596.0,679,3847,8,18.0,12,1,0,1,3
1600,0,0.5,0,1.0,1,16,0.3,94,4,16.0,1315.0,1710,2073,9,5.0,4,1,1,0,2
1726,1,1.9,0,1.0,1,42,0.6,106,5,3.0,1221.0,1804,1868,16,7.0,6,1,0,0,2
1433,0,1.6,0,7.0,0,4,0.7,133,8,11.0,281.0,799,258,11,9.0,4,1,1,1,0
672,1,0.6,1,13.0,0,61,0.1,194,5,20.0,724.0,1127,1457,14,10.0,20,1,0,1,0
1430,1,0.9,0,3.0,0,56,0.1,179,3,5.0,569.0,906,752,17,8.0,17,0,0,1,0
1900,1,0.5,1,6.0,1,55,0.9,171,1,1.0,934.0,1241,3917,15,5.0,18,1,0,1,3
1758,1,0.5,0,11.0,1,13,0.6,190,8,14.0,762.0,1864,1897,6,2.0,15,1,0,0,2
1218,0,1.8,1,1.0,1,14,0.5,147,3,4.0,229.0,616,398,17,5.0,5,1,0,0,0
1330,1,1.3,1,14.0,0,3,0.3,83,5,17.0,980.0,1262,463,14,6.0,11,0,0,1,0
1633,0,1.7,1,3.0,1,33,0.9,111,2,19.0,146.0,906,511,9,9.0,7,1,1,0,0
1139,1,0.9,1,6.0,1,58,0.5,161,2,11.0,742.0,999,1850,9,4.0,8,1,0,0,1
1930,1,2.0,0,11.0,0,16,0.8,186,8,12.0,1901.0,1920,1783,17,3.0,13,0,0,1,2
688,1,1.5,0,4.0,0,2,1.0,89,3,2.0,271.0,869,391,5,2.0,8,1,1,1,0
1987,1,0.5,0,3.0,1,53,1.0,181,3,7.0,1052.0,1516,3117,18,5.0,8,1,1,1,3
1973,1,2.4,1,6.0,0,46,0.1,193,4,10.0,699.0,851,639,6,12.0,3,0,0,1,0
1576,1,0.9,1,15.0,1,14,0.4,173,2,4.0,1213.0,1386,3220,17,2.0,6,1,1,0,3
869,0,1.9,0,9.0,0,2,0.6,197,7,3.0,519.0,533,3249,19,12.0,12,0,0,1,2
840,0,0.9,1,6.0,0,33,0.7,150,6,7.0,1482.0,1591,2072,10,8.0,19,0,1,0,2
1178,0,2.2,1,6.0,0,57,0.3,84,3,17.0,96.0,1352,2492,16,14.0,10,1,1,0,2
721,1,2.7,1,1.0,1,15,0.2,102,5,18.0,655.0,1255,3606,10,5.0,5,1,1,1,3
1272,1,2.5,1,13.0,0,22,0.9,133,6,8.0,605.0,669,2235,19,4.0,4,1,0,0,1
1404,0,2.1,0,16.0,0,44,0.9,151,1,20.0,1703.0,1880,1196,10,6.0,5,0,0,1,1
1749,1,0.5,1,7.0,1,49,0.8,178,1,8.0,470.0,775,2195,5,4.0,4,1,0,1,2
752,0,0.5,1,1.0,0,48,0.7,87,7,13.0,164.0,728,3860,7,5.0,16,0,0,0,3
1861,1,0.9,0,4.0,1,55,0.5,148,7,8.0,1698.0,1877,601,7,5.0,4,1,0,0,1
1807,1,0.5,1,2.0,1,61,0.1,134,6,6.0,1734.0,1968,3726,8,5.0,15,1,0,0,3
1604,1,1.9,1,6.0,1,63,0.6,93,5,2.0,641.0,1156,1464,15,9.0,20,1,1,0,1
1805,1,0.5,0,4.0,0,29,0.2,182,4,2.0,758.0,891,1276,19,4.0,17,0,1,0,1
510,0,1.7,1,3.0,0,35,0.8,120,3,6.0,382.0,1228,2509,17,2.0,11,0,1,1,1
1288,0,2.8,1,15.0,0,50,0.1,121,2,20.0,1177.0,1809,3129,17,6.0,2,0,0,0,3
1835,1,2.3,0,4.0,1,11,0.1,193,7,13.0,385.0,583,448,18,17.0,14,1,0,0,0
1011,0,1.1,0,4.0,1,36,0.2,131,7,18.0,481.0,749,2261,7,6.0,16,1,1,1,1
1356,1,0.5,1,1.0,0,35,0.8,131,1,19.0,782.0,951,3451,5,2.0,17,1,1,1,3
1588,0,0.5,0,6.0,1,61,0.8,159,1,13.0,1064.0,1594,3272,18,1.0,17,1,1,0,3
1086,0,2.7,0,1.0,1,24,0.1,135,8,19.0,1874.0,1976,3930,17,1.0,18,1,1,1,3
1059,0,2.4,0,8.0,0,61,0.1,134,3,18.0,1613.0,1916,3716,15,13.0,11,1,1,0,3
1095,1,2.6,1,15.0,1,44,0.7,103,4,5.0,838.0,1066,3209,13,11.0,8,1,1,1,3
1777,1,3.0,0,3.0,0,20,0.6,188,6,5.0,511.0,616,3868,5,1.0,7,0,1,1,3
1793,0,0.7,1,11.0,0,27,0.4,154,5,13.0,586.0,722,1370,16,3.0,19,1,0,1,1
1159,0,2.7,0,13.0,1,28,0.2,80,8,18.0,378.0,751,2495,10,4.0,9,1,1,1,2
1589,1,2.2,1,2.0,0,58,0.1,128,4,4.0,957.0,1911,3961,16,14.0,14,1,0,1,3
726,0,2.2,0,6.0,1,40,0.8,94,4,20.0,323.0,978,1342,16,11.0,4,1,1,1,0
854,0,0.5,0,2.0,0,30,0.5,125,8,5.0,518.0,1152,2889,5,2.0,11,0,0,1,2
1989,0,2.5,1,2.0,1,41,0.8,94,3,13.0,1100.0,1497,1665,17,9.0,12,1,1,1,2
1036,1,2.4,0,3.0,0,39,0.2,119,7,3.0,373.0,926,2101,10,7.0,2,0,1,0,1
1408,1,2.1,1,10.0,0,45,0.9,89,5,14.0,613.0,1088,3952,8,6.0,3,0,0,1,3
1210,1,1.6,1,9.0,0,57,0.5,111,4,20.0,329.0,1039,1886,16,1.0,17,1,0,1,1
1872,0,0.5,0,5.0,1,26,0.5,172,4,10.0,672.0,1088,2273,8,4.0,8,1,0,1,2
1197,1,0.5,1,9.0,0,20,0.1,129,5,10.0,214.0,1710,2885,19,7.0,14,1,1,1,2
1667,0,1.0,1,6.0,1,21,0.9,138,2,12.0,1211.0,1396,635,17,7.0,15,1,0,0,0
930,1,1.0,1,4.0,1,4,0.9,144,8,10.0,1017.0,1289,2016,13,10.0,16,1,1,1,1
565,0,0.6,1,1.0,0,50,0.1,158,2,8.0,543.0,703,2156,13,6.0,6,1,1,1,1
1563,0,1.7,1,10.0,0,16,0.1,151,7,13.0,410.0,572,3922,11,1.0,8,0,0,1,3
1762,1,2.5,0,10.0,1,15,0.3,107,8,11.0,1103.0,1364,2183,8,3.0,11,1,1,0,2
1487,0,1.5,0,5.0,1,42,0.8,120,2,7.0,857.0,989,2003,12,4.0,3,1,0,0,2
916,1,2.6,0,7.0,0,36,0.3,195,4,12.0,188.0,992,1470,13,4.0,14,0,1,0,0
1063,0,2.0,0,4.0,0,27,0.2,86,6,7.0,201.0,582,2668,12,5.0,19,0,0,0,2
832,0,1.6,1,1.0,1,34,0.3,108,5,5.0,311.0,1294,447,15,13.0,12,1,1,0,0
987,0,2.0,1,1.0,0,20,0.8,192,7,3.0,412.0,565,1454,11,3.0,8,1,1,0,0
681,0,0.5,1,12.0,1,17,0.9,194,5,19.0,371.0,1702,2548,6,1.0,5,1,0,1,2
1044,0,1.8,0,4.0,1,12,0.7,104,6,5.0,1230.0,1263,1794,18,7.0,19,1,1,1,1
1039,0,0.6,0,5.0,1,6,0.1,136,6,8.0,62.0,544,3212,15,7.0,7,1,0,1,2
514,1,0.7,0,4.0,0,57,0.1,186,3,7.0,168.0,1320,687,6,5.0,20,1,1,1,0
